fn,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western,,
titles02/index.html.1220,tt0278731,Spider (2002),spider,http://www.imdb.com/title/tt0278731/,6.9,25733,5880,2002,video.movie,12,22,69,172,205,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1223,tt1068649,So viele Jahre liebe ich dich (2008),so viele jahre liebe ich dich,http://www.imdb.com/title/tt1068649/,7.6,15364,7020,2008,video.movie,14,19,36,145,113,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1249,tt0311113,Master & Commander - Bis ans Ende der Welt (2003),master commander bis ans ende der welt,http://www.imdb.com/title/tt0311113/,7.4,140094,8280,2003,video.movie,22,57,106,312,671,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1252,tt0240510,Die vier Federn (2002),die vier federn,http://www.imdb.com/title/tt0240510/,6.5,24173,7920,2002,video.movie,0,0,72,101,210,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles02/index.html.1267,tt1636227,Parks and Recreation Eagleton (TV Episode 2011),parks and recreation eagleton tv episode,http://www.imdb.com/title/tt1636227/,8.3,308,1260,2011,video.episode,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1274,tt0813547,Die Fälscher (2007),die f lscher,http://www.imdb.com/title/tt0813547/,7.6,30580,5880,2007,video.movie,6,9,23,151,116,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
titles02/index.html.1275,tt0280653,Der Stellvertreter (2002),der stellvertreter,http://www.imdb.com/title/tt0280653/,7.3,8712,7920,2002,video.movie,4,8,8,5,49,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
titles02/index.html.1296,tt0810861,... A Father... A Son... Once Upon a Time in Hollywood (TV Movie 2005),a father a son once upon a time in hollywood tv movie,http://www.imdb.com/title/tt0810861/,7.7,74,5700,2005,video.movie,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1303,tt0478304,The Tree of Life (2011),the tree of life,http://www.imdb.com/title/tt0478304/,6.7,108560,8340,2011,video.movie,61,50,75,3908,932,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1309,tt1212419,Hereafter - Das Leben danach (2010),hereafter das leben danach,http://www.imdb.com/title/tt1212419/,6.5,69425,7740,2010,video.movie,4,11,44,1173,310,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1324,tt0825354,Mission Hill Plan 9 from Mission Hill (or I Married a Gay Man from Outer Space) (TV Episode 2002),mission hill plan from mission hill or i married a gay man from outer space tv episode,http://www.imdb.com/title/tt0825354/,7.4,42,1800,2002,video.episode,0,0,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1332,tt0087884,Paris\,Texas (1984),paris texas,http://www.imdb.com/title/tt0087884/,8.1,34465,8820,1984,video.movie,16,7,22,0,149,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
titles02/index.html.1352,tt0319061,Big Fish - Der Zauber\,der ein Leben zur Legende macht (2003),big fish der zauber der ein leben zur legende macht,http://www.imdb.com/title/tt0319061/,8,295910,7500,2003,video.movie,0,33,73,500,783,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
titles02/index.html.1357,tt0452623,Gone Baby gone - Kein Kinderspiel (2007),gone baby gone kein kinderspiel,http://www.imdb.com/title/tt0452623/,7.7,148683,6840,2007,video.movie,23,12,55,1266,427,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1361,tt1132620,Verblendung (2009),verblendung,http://www.imdb.com/title/tt1132620/,7.8,139396,9120,2009,video.movie,12,22,32,2708,282,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,
titles02/index.html.1363,tt0465538,Michael Clayton (2007),michael clayton,http://www.imdb.com/title/tt0465538/,7.3,113526,7140,2007,video.movie,19,60,53,798,352,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1364,tt0278504,Insomnia - Schlaflos (2002),insomnia schlaflos,http://www.imdb.com/title/tt0278504/,7.2,169766,7080,2002,video.movie,1,8,47,403,620,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,
titles02/index.html.1408,tt2441444,Lili Marlene (2007),lili marlene,http://www.imdb.com/title/tt2441444/,,,2400,2007,video.movie,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
titles02/index.html.1436,tt0345561,La leggenda di Al\,John e Jack (2002),la leggenda di al john e jack,http://www.imdb.com/title/tt0345561/,6.1,1520,6300,2002,video.movie,0,0,0,0,9,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
titles02/index.html.1443,tt0245844,Monte Cristo (2002),monte cristo,http://www.imdb.com/title/tt0245844/,7.7,85719,7860,2002,video.movie,0,0,31,247,528,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1446,tt1186830,Agora - Die Säulen des Himmels (2009),agora die s ulen des himmels,http://www.imdb.com/title/tt1186830/,7.2,40671,7620,2009,video.movie,9,12,21,235,163,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1449,tt0375154,Tristan + Isolde (2006),tristan isolde,http://www.imdb.com/title/tt0375154/,6.9,39614,7500,2006,video.movie,0,0,22,53,310,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles02/index.html.1468,tt0049470,Der Mann\,der zuviel wußte (1956),der mann der zuviel wu te,http://www.imdb.com/title/tt0049470/,7.5,32447,7200,1956,video.movie,1,4,70,170,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
titles02/index.html.147,tt0425210,Lucky Number Slevin (2006),lucky number slevin,http://www.imdb.com/title/tt0425210/,7.8,215991,6600,2006,video.movie,4,3,65,279,492,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1471,tt0443543,The Illusionist - Nichts ist wie es scheint (2006),the illusionist nichts ist wie es scheint,http://www.imdb.com/title/tt0443543/,7.6,225695,6600,2006,video.movie,6,8,61,587,624,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,
titles02/index.html.1472,tt0387131,Der ewige Gärtner (2005),der ewige g rtner,http://www.imdb.com/title/tt0387131/,7.5,92479,7740,2005,video.movie,23,45,44,617,557,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,
titles02/index.html.1475,tt0206634,Children of Men (2006),children of men,http://www.imdb.com/title/tt0206634/,7.9,294420,6540,2006,video.movie,28,29,47,1636,1154,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,
titles02/index.html.1476,tt0324554,Sehnsüchtig (2004),sehns chtig,http://www.imdb.com/title/tt0324554/,7,37733,6840,2004,video.movie,0,0,31,85,284,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,
titles02/index.html.1478,tt1139797,So finster die Nacht (2008),so finster die nacht,http://www.imdb.com/title/tt1139797/,8,143919,6900,2008,video.movie,63,23,19,2484,469,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.149,tt0289765,Roter Drache (2002),roter drache,http://www.imdb.com/title/tt0289765/,7.2,164519,7440,2002,video.movie,6,7,41,655,736,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
titles02/index.html.1503,tt1235166,Ein Prophet (2009),ein prophet,http://www.imdb.com/title/tt1235166/,7.9,63032,9300,2009,video.movie,32,31,33,831,139,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1520,tt0794374,Yihe yuan (2006),yihe yuan,http://www.imdb.com/title/tt0794374/,7,1615,9480,2006,video.movie,0,0,3,68,26,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles02/index.html.1523,tt1605783,Midnight in Paris (2011),midnight in paris,http://www.imdb.com/title/tt1605783/,7.7,221572,5640,2011,video.movie,18,52,74,3729,460,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles02/index.html.1524,tt0055256,Eins\, zwei\,drei (1961),eins zwei drei,http://www.imdb.com/title/tt0055256/,8,11935,6900,1961,video.movie,3,5,28,0,111,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles02/index.html.1525,tt1045658,Silver Linings (2012),silver linings,http://www.imdb.com/title/tt1045658/,7.9,354393,7320,2012,video.movie,62,78,52,6070,620,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles02/index.html.1526,tt2334873,Blue Jasmine (2013),blue jasmine,http://www.imdb.com/title/tt2334873/,7.4,74652,5880,2013,video.movie,26,35,22,2322,286,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1532,tt0795368,Sterben für Anfänger (2007),sterben f r anf nger,http://www.imdb.com/title/tt0795368/,7.4,74812,5400,2007,video.movie,2,0,16,455,190,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1560,tt0301357,Good Bye Lenin! (2003),good bye lenin,http://www.imdb.com/title/tt0301357/,7.8,91044,7260,2003,video.movie,32,14,37,33,220,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles02/index.html.1576,tt1621432,Adventures in the Sin Bin (2012),adventures in the sin bin,http://www.imdb.com/title/tt1621432/,5.4,267,,2012,video.movie,1,0,0,29,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1589,tt0245574,...mit deiner Mutter auch! (2001),mit deiner mutter auch,http://www.imdb.com/title/tt0245574/,7.7,75928,6360,2001,video.movie,39,30,64,185,377,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1604,tt0705262,Die Sopranos Marco Polo (TV Episode 2004),die sopranos marco polo tv episode,http://www.imdb.com/title/tt0705262/,8.7,835,3480,2004,video.episode,0,0,2,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1611,tt0365376,Janghwa\,Hongryeon (2003),janghwa hongryeon,http://www.imdb.com/title/tt0365376/,7.3,34097,6900,2003,video.movie,11,2,5,208,221,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
titles02/index.html.1616,tt1077368,Dark Shadows (2012),dark shadows,http://www.imdb.com/title/tt1077368/,6.3,147014,6780,2012,video.movie,2,9,94,3512,460,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1618,tt0265349,The Mothman Prophecies - Tödliche Visionen (2002),the mothman prophecies t dliche visionen,http://www.imdb.com/title/tt0265349/,6.5,54115,7140,2002,video.movie,3,0,36,124,441,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1667,tt0870111,Frost/Nixon (2008),frost nixon,http://www.imdb.com/title/tt0870111/,7.8,76863,7320,2008,video.movie,16,48,80,83,234,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1668,tt0433383,Good Night\,and Good Luck. (2005),good night and good luck,http://www.imdb.com/title/tt0433383/,7.6,74242,5580,2005,video.movie,43,65,36,107,511,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
titles02/index.html.1672,tt0323944,Lüge und Wahrheit - Shattered Glass (2003),l ge und wahrheit shattered glass,http://www.imdb.com/title/tt0323944/,7.3,25616,5640,2003,video.movie,12,18,12,298,178,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1688,tt0971336,Biography Milton Berle: Mr. Television (TV Episode),biography milton berle mr television tv episode,http://www.imdb.com/title/tt0971336/,,,3600,2010,video.episode,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1699,tt0098360,Sono otoko\,kyôbô ni tsuki (1989),sono otoko ky b ni tsuki,http://www.imdb.com/title/tt0098360/,7.2,6731,6180,1989,video.movie,3,1,9,19,41,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
titles02/index.html.17,tt0083745,Komm' zurück\,Jimmy Dean (1982),komm zur ck jimmy dean,http://www.imdb.com/title/tt0083745/,7.7,2415,6540,1982,video.movie,2,2,4,0,45,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
titles02/index.html.1701,tt0399146,A History of Violence (2005),a history of violence,http://www.imdb.com/title/tt0399146/,7.5,154987,5760,2005,video.movie,35,34,24,919,1100,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
titles02/index.html.1702,tt0328107,Mann unter Feuer (2004),mann unter feuer,http://www.imdb.com/title/tt0328107/,7.8,205401,8760,2004,video.movie,1,6,47,530,664,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
titles02/index.html.1716,tt3332310,Smashing UK Top 10 Top 10 Film Directors (TV Episode 2013),smashing uk top top film directors tv episode,http://www.imdb.com/title/tt3332310/,,,600,2013,video.episode,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
titles02/index.html.1721,tt0443272,Lincoln (2012),lincoln,http://www.imdb.com/title/tt0443272/,7.5,146016,9000,2012,video.movie,63,115,70,74,638,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1730,tt0892255,Che: Part One (2008),che part one,http://www.imdb.com/title/tt0892255/,7.2,32227,8040,2008,video.movie,3,9,18,69,70,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1746,tt1590733,Who Wants to Be a Millionaire Episode #7.102 (TV Episode 2009),who wants to be a millionaire episode tv episode,http://www.imdb.com/title/tt1590733/,,,1800,2009,video.episode,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1755,tt0393109,Brick (2005),brick,http://www.imdb.com/title/tt0393109/,7.5,71942,6600,2005,video.movie,10,14,49,1042,398,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1757,tt0842929,Paranoid Park (2007),paranoid park,http://www.imdb.com/title/tt0842929/,6.7,22245,5100,2007,video.movie,5,4,16,133,101,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1786,tt0443455,Brand Upon the Brain! A Remembrance in 12 Chapters (2006),brand upon the brain a remembrance in chapters,http://www.imdb.com/title/tt0443455/,7.4,2401,5700,2006,video.movie,0,0,2,0,28,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1805,tt0078841,Willkommen\,Mr. Chance (1979),willkommen mr chance,http://www.imdb.com/title/tt0078841/,8.1,42469,7800,1979,video.movie,15,10,22,174,259,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
titles02/index.html.1806,tt0427944,Thank You for Smoking (2005),thank you for smoking,http://www.imdb.com/title/tt0427944/,7.7,166413,5520,2005,video.movie,10,18,85,500,312,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1811,tt0265666,Die Royal Tenenbaums (2001),die royal tenenbaums,http://www.imdb.com/title/tt0265666/,7.6,159811,6600,2001,video.movie,11,29,61,714,946,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1812,tt1306980,50/50 - Freunde fürs (Über)leben (2011),freunde f rs ber leben,http://www.imdb.com/title/tt1306980/,7.8,207726,6000,2011,video.movie,9,9,52,181,362,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1813,tt1033575,The Descendants - Familie und andere Angelegenheiten (2011),the descendants familie und andere angelegenheiten,http://www.imdb.com/title/tt1033575/,7.4,164099,6900,2011,video.movie,51,82,93,4376,403,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1815,tt0367089,Der Tintenfisch und der Wal (2005),der tintenfisch und der wal,http://www.imdb.com/title/tt0367089/,7.4,50816,4860,2005,video.movie,19,27,18,469,212,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1816,tt0340377,Station Agent (2003),station agent,http://www.imdb.com/title/tt0340377/,7.8,45086,5340,2003,video.movie,25,21,35,391,263,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1830,tt0881934,The Killing of John Lennon (2006),the killing of john lennon,http://www.imdb.com/title/tt0881934/,6.3,1190,6840,2006,video.movie,1,1,3,5,27,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1835,tt1020558,Centurion (2010),centurion,http://www.imdb.com/title/tt1020558/,6.4,51500,5820,2010,video.movie,0,0,13,823,176,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1837,tt1034303,Unbeugsam (2008),unbeugsam,http://www.imdb.com/title/tt1034303/,7.2,92625,8220,2008,video.movie,2,2,47,615,214,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1841,tt0325710,Last Samurai (2003),last samurai,http://www.imdb.com/title/tt0325710/,7.7,241462,9240,2003,video.movie,18,39,144,854,908,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1870,tt0906665,Sukiyaki Western Django (2007),sukiyaki western django,http://www.imdb.com/title/tt0906665/,6.3,11600,7260,2007,video.movie,5,4,7,152,69,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
titles02/index.html.1892,tt0498380,Letters from Iwo Jima (2006),letters from iwo jima,http://www.imdb.com/title/tt0498380/,8,112624,8460,2006,video.movie,26,19,66,324,307,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
titles02/index.html.1897,tt1124052,Nanjing! Nanjing! (2009),nanjing nanjing,http://www.imdb.com/title/tt1124052/,7.7,6879,7920,2009,video.movie,11,6,2,32,58,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
titles02/index.html.1898,tt0460989,The Wind That Shakes the Barley (2006),the wind that shakes the barley,http://www.imdb.com/title/tt0460989/,7.6,30641,7620,2006,video.movie,5,22,24,160,211,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
titles02/index.html.1900,tt0280491,Bloody Sunday (2002),bloody sunday,http://www.imdb.com/title/tt0280491/,7.7,16640,6420,2002,video.movie,19,21,18,188,117,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
titles02/index.html.1914,tt0778822,Remembering History (Video 2005),remembering history video,http://www.imdb.com/title/tt0778822/,7.4,18,4140,2005,video.movie,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.194,tt1103965,The 80th Annual Academy Awards (2008),the th annual academy awards,http://www.imdb.com/title/tt1103965/,6.8,1067,11820,2008,video.tv,1,8,511,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.1942,tt2973778,Edición Especial Coleccionista Phineas y Ferb: A traves de la 2ª Dimensión (TV Episode 2013),edici n especial coleccionista phineas y ferb a traves de la dimensi n tv episode,http://www.imdb.com/title/tt2973778/,,,1140,2013,video.episode,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.2026,tt1906364,Elizabeth Taylor: A Tribute (TV Movie 2011),elizabeth taylor a tribute tv movie,http://www.imdb.com/title/tt1906364/,7,6,3600,2011,video.movie,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.203,tt0362227,Terminal (2004),terminal,http://www.imdb.com/title/tt0362227/,7.3,219483,7680,2004,video.movie,3,2,63,244,573,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.2034,tt0765429,American Gangster (2007),american gangster,http://www.imdb.com/title/tt0765429/,7.8,264349,9420,2007,video.movie,9,30,103,1108,440,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.2037,tt0307901,25 Stunden (2002),stunden,http://www.imdb.com/title/tt0307901/,7.7,127674,8100,2002,video.movie,4,7,31,13,442,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.2040,tt0243133,The Man Who Wasn't There (2001),the man who wasn t there,http://www.imdb.com/title/tt0243133/,7.6,71870,6960,2001,video.movie,25,33,58,113,425,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.207,tt1022603,(500) Days of Summer (2009),days of summer,http://www.imdb.com/title/tt1022603/,7.8,273980,5700,2009,video.movie,10,22,96,29,453,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles02/index.html.2082,tt1663519,Nachbarn Episode #1.4096 (TV Episode 2002),nachbarn episode tv episode,http://www.imdb.com/title/tt1663519/,,,1320,2002,video.episode,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.2085,tt0086837,2010 - Das Jahr\,in dem wir Kontakt aufnehmen (1984),das jahr in dem wir kontakt aufnehmen,http://www.imdb.com/title/tt0086837/,6.8,34397,6960,1984,video.movie,1,3,10,0,202,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
titles02/index.html.2093,tt1182345,Moon (2009),moon,http://www.imdb.com/title/tt1182345/,8,186273,5820,2009,video.movie,21,20,27,2258,424,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
titles02/index.html.2110,tt1746003,Cinemassacre's Monster Madness The Manitou (TV Episode 2010),cinemassacre s monster madness the manitou tv episode,http://www.imdb.com/title/tt1746003/,7.3,6,300,2010,video.episode,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.2114,tt0257044,Road to Perdition (2002),road to perdition,http://www.imdb.com/title/tt0257044/,7.8,165165,7020,2002,video.movie,23,55,88,778,981,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
titles02/index.html.2117,tt0419294,Three Burials - Die drei Begräbnisse des Melquiades Estrada (2005),three burials die drei begr bnisse des melquiades estrada,http://www.imdb.com/title/tt0419294/,7.5,29806,7260,2005,video.movie,4,8,52,104,193,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles02/index.html.2120,tt0421238,The Proposition - Tödliches Angebot (2005),the proposition t dliches angebot,http://www.imdb.com/title/tt0421238/,7.5,37321,6240,2005,video.movie,13,25,21,519,228,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
